No,Status BPHTB,Subholding,Region,Eks PTPN,No Sertifikat,No Identifikasi Aset (SAP Legal),Nama Sertifikat,Jenis Hak,Nama Unit,Desa,Kecamatan,Kabupaten,Provinsi,Pulau,Komoditas,Luas (Ha),Luas (Ha) sebelum,Areal Planted (Ha),Areal Lain-lain (Ha),"Areal Lahan Kosong, Cadangan (Ha)","Areal Jalan, Jembatan (Ha)","Bangunan, Emplasment, Fasum, Fasos, dll (Ha)","Kanal/Parit, Sungai, Jurang, Areal Rawa (Ha)",Konservasi/Kawasan Hutan (Ha) ,Areal Kerjasama (Ha),Areal Okupasi (Ha),Okupasi Berat (Ha),Okupasi Sedang (Ha),Okupasi Ringan (Ha),Jumlah Bidang,Status Alas Hak,Tanggal Terbit Sertifikat Hak Atas Tanah,Tanggal Berakhir Sertifikat Hak Atas Tan,Nilai Buku (Rp),NJOP (Rp),Fair Value,NOP,Kode,Date Today,Masa Berlaku Sertifikat,Masa Berlaku Sertifikat yang Masih Berlaku,Urutan Alas Hak,Link Polygon,Status Penyelesaian BPHTB,Tahun Berakhir
47,BPHTB,PTPN I,REGIONAL 1,PTPN II,0063,-,63/TIGA RAJA,HGB,KANTOR PUSAT,TIGA RAJA,GIRSANG SIPANGAN BOLON,SIMALUNGUN,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"0,80","0,80","0,00","0,00","0,00","0,00","0,00",,"0,00",,"0,00","0,00","0,00","0,00",1,HGB,28/02/2023,09/03/2048,9.199.453.795,,,,2,17/09/2026,BERLAKU,>5 TAHUN,2,https://drive.google.com/file/d/1kDXqeP-QaFI7Z-3wfn9_gH1vgOBMbG1q/view?usp=drive_link,TUNTAS,2048
48,BPHTB,PTPN I,REGIONAL 1,PTPN II,-,-,-/GONGSOL,Dalam Proses Sertifikasi,KANTOR PUSAT,GONGSOL,MERDEKA,KARO,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"2,38","2,38",,"0,00",,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,,,,,2,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,https://drive.google.com/file/d/1ZtO0DDipQuYkzs14BYfddhEeucAfrUYg/view?usp=drive_link,TUNTAS,-
49,BPHTB,PTPN I,REGIONAL 1,PTPN II,-,-,-/GAHARU,Dalam Proses Sertifikasi,KANTOR PUSAT,GAHARU,MEDAN TIMUR,KOTA MEDAN,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"2,50","2,50",,"0,00",,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,67.512.544.835,,,,2,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,https://drive.google.com/file/d/1xVGJ1Ge1CzWNZeDmqHlJoOi0QiMz61PD/view?usp=drive_link,ON PROGRESS,-
50,BPHTB,PTPN I,REGIONAL 1,PTPN II,-,-,-/GAHARU,Dalam Proses Sertifikasi,KANTOR PUSAT,GAHARU,MEDAN TIMUR,KOTA MEDAN,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"0,20","0,20",,"0,00",,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,5.401.003.587,,,,2,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,https://drive.google.com/file/d/1BW9iMC-hRH5kFmgObNa-DUAVbieOZuG9/view?usp=drive_link,ON PROGRESS,-
51,BPHTB,PTPN I,REGIONAL 1,PTPN II,-,-,-/GAHARU,Dalam Proses Sertifikasi,KANTOR PUSAT,GAHARU,MEDAN TIMUR,KOTA MEDAN,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"0,60","0,60",,"0,00",,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,16.203.010.760,,,,2,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,https://drive.google.com/file/d/1Q3sBlwOtmQvX4nb_mFCigquMMgMXoVzN/view?usp=drive_link,ON PROGRESS,-
52,BPHTB,PTPN I,REGIONAL 1,PTPN II,-,-,-/GAHARU,Dalam Proses Sertifikasi,KANTOR PUSAT,GAHARU,MEDAN TIMUR,KOTA MEDAN,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"3,00","3,00",,"0,00",,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,81.015.053.802,,,,2,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,https://drive.google.com/file/d/1mZr5F09rJHPKkLvFPl2Q63a-DVuINRkY/view?usp=drive_link,ON PROGRESS,-
53,BPHTB,PTPN I,REGIONAL 1,PTPN II,-,-,-/KESAWAN,Dalam Proses Sertifikasi,KANTOR PUSAT,KESAWAN,MEDAN BARAT,KOTA MEDAN,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"0,40","0,00",,,,,,,,,,,,,,BELUM BERSERTIFIKAT,-,-,10.802.007.174,,,,2,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,,ON PROGRESS,-
54,BPHTB,PTPN I,REGIONAL 1,PTPN II,-,-,-/GAHARU,Dalam Proses Sertifikasi,KANTOR PUSAT,GAHARU,MEDAN TIMUR,KOTA MEDAN,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"1,00","1,00",,"0,00",,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,27.005.017.934,,,,2,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,https://drive.google.com/file/d/1QRsqPNhqrRnXPGLwMhX76q4KqYZ3gWqY/view?usp=drive_link,ON PROGRESS,-
55,BPHTB,PTPN I,REGIONAL 1,PTPN II,-,-,-/KESAWAN,Dalam Proses Sertifikasi,KANTOR PUSAT,KESAWAN,MEDAN BARAT,KOTA MEDAN,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"0,40","0,40",,"0,00",,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,10.802.007.174,,,,2,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,https://drive.google.com/file/d/1FL9pMz4umqyCduLUI2VeqczAmTXgNG3N/view?usp=drive_link,ON PROGRESS,-
56,BPHTB,PTPN I,REGIONAL 1,PTPN II,-,-,-/KESAWAN,Dalam Proses Sertifikasi,KANTOR PUSAT,KESAWAN,MEDAN BARAT,KOTA MEDAN,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"0,60","0,60",,"0,00",,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,16.203.010.760,,,,2,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,https://drive.google.com/file/d/1xs4_r71hiuQ03xrXrARakoNvy9Ko19iH/view?usp=drive_link,ON PROGRESS,-
57,BPHTB,PTPN I,REGIONAL 1,PTPN II,0041,-,41/TIGA RAJA,HGB,KANTOR PUSAT,TIGA RAJA,GIRSANG SIPANGAN BOLON,SIMALUNGUN,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"0,34","0,34","0,00","0,00","0,00","0,00","0,00",,"0,00",,"0,00","0,00","0,00","0,00",1,HGB,28/02/1990,27/02/2010,10.569.991.430,,,,2,17/09/2026,BERAKHIR,BERAKHIR,2,https://drive.google.com/file/d/1Nicag3go15roIPwFtSgJgIE4hVI7Q-lN/view?usp=drive_link,TUNTAS,2010
58,BPHTB,PTPN I,REGIONAL 1,PTPN II,0010,-,10/SEI MUSAM,HGU,KWALA SAWIT,SEI MUSAM,BATANG SERANGAN,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"1.484,250","1,00","1.577,09","0,00",,,,,,,"1,33",,,,1,HGU,11/09/2009,31/12/2032,26.654.334,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1RWmS_U8I_R-CEXpfBvKZq20bh0oS0R7R/view?usp=sharing,TUNTAS,2032
59,BPHTB,PTPN I,REGIONAL 1,PTPN II,0103,-,103/BULU CINA,HGU,BULU CINA,BULU CINA,HAMPARAN PERAK,DELI SERDANG,SUMATERA UTARA,SUMATERA,TEBU DAN SAWIT,"2.958,460","2.958,46","1.546,73","888,06","190,64","221,92","255,61","219,89","0,00","338,15","0,00",,,,1,HGU,20/06/2003,08/06/2028,89.120.331.243,,,,2,17/09/2026,BERLAKU,<4 TAHUN,1,https://drive.google.com/file/d/1qEyho8aNpYYWOhwb4a9ww8AtCxgNgrLK/view?usp=sharing,TUNTAS,2028
60,BPHTB,PTPN I,REGIONAL 1,PTPN II,0101,-,101/TANDEM HULU II,HGU,TANDEM HULU,TANDEM HULU II,HAMPARAN PERAK,DELI SERDANG,SUMATERA UTARA,SUMATERA,TEBU DAN SAWIT,"2.327,990","2.383,38","2.035,51","0,00",,,,,,,"158,98",,,,1,HGU,20/06/2003,18/06/2028,86.661.608.048,,,,2,17/09/2026,BERLAKU,<4 TAHUN,1,https://drive.google.com/file/d/1hEBiX5aMK9FAnf6Rnf_e67ktKLWu7yxN/view?usp=drive_link,TUNTAS,2028
61,BPHTB,PTPN I,REGIONAL 1,PTPN II,0114,-,114/PATUMBAK I,HGU,PATUMBAK,PATUMBAK I,PATUMBAK,DELI SERDANG,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"2.055,850","2.055,85","107,89","0,00",,,,,,,"1.216,12",,,,1,HGU,20/06/2003,08/06/2028,2.823.079.638,,,,2,17/09/2026,BERLAKU,<4 TAHUN,1,https://drive.google.com/file/d/1dHyNF8nmCR12WbWSXCEZpN33SOVsXqRZ/view?usp=sharing,TUNTAS,2028
62,BPHTB,PTPN I,REGIONAL 1,PTPN II,0108,-,108/KLUMPANG,HGU,HELVETIA,KLUMPANG,HAMPARAN PERAK,DELI SERDANG,SUMATERA UTARA,SUMATERA,TEBU,"2.034,600","2.034,60","1.534,200","0,00",,,,,,,"110,750",,,,1,HGU,20/06/2003,18/06/2028,48.630.207.542,,,,2,17/09/2026,BERLAKU,<4 TAHUN,1,https://drive.google.com/file/d/1ovs4O6Ih3cBPpMuYJzZEQois_3RNmvWF/view?usp=sharing,TUNTAS,2028
63,BPHTB,PTPN I,REGIONAL 1,PTPN II,0105,-,105/SIDOARJO SATU PASAR MIRING,HGU,TANJUNG GARBUS,SIDOARJO SATU PASAR MIRING,PAGAR MERBAU,DELI SERDANG,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"1.952,320","1.952,32","1.923,49","0,00","0,00","0,00","0,00",,"0,00",,"0,00","0,00","0,00","0,00",1,HGU,20/06/2003,18/06/2028,47.793.068.205,,,,2,17/09/2026,BERLAKU,<4 TAHUN,1,https://drive.google.com/file/d/1PAhCsi2kHHCVzPLNF6p7igCmvWnR8Ozq/view?usp=drive_link,TUNTAS,2028
64,BPHTB,PTPN I,REGIONAL 1,PTPN II,0102,-,102/KLAMBIR LIMA,HGU,HELVETIA,KLAMBIR LIMA,HAMPARAN PERAK,DELI SERDANG,SUMATERA UTARA,SUMATERA,TEBU DAN SAWIT,"1.848,270","1.848,27","1.158,030","0,00",,,,,,,"435,190",,,,1,HGU,20/06/2003,08/06/2028,45.802.367.207,,,,2,17/09/2026,BERLAKU,<4 TAHUN,1,https://drive.google.com/file/d/13gLH3Ji3UPXV88I4mz4xd0g_wT8WeHAo/view?usp=sharing,TUNTAS,2028
65,BPHTB,PTPN I,REGIONAL 1,PTPN II,0100,-,100/TANDEM HILIR I,HGU,TANDEM HILIR,TANDEM HILIR I,HAMPARAN PERAK,DELI SERDANG,SUMATERA UTARA,SUMATERA,TEBU DAN SAWIT,"1.619,886","1.619,89","1.542,23","0,00",,,,,,,"23,43",,,,1,HGU,20/06/2003,08/06/2028,54.686.282.456,,,,2,17/09/2026,BERLAKU,<4 TAHUN,1,https://drive.google.com/file/d/19vN_rF7rK6pe9dC1GKFe_rYQ8Ytf6kMv/view?usp=drive_link,TUNTAS,2028
66,BPHTB,PTPN I,REGIONAL 1,PTPN II,0109,-,109/MULYO REJO,HGU,SEI SEMAYANG,MULYO REJO,SUNGGAL,DELI SERDANG,SUMATERA UTARA,SUMATERA,TEBU DAN SAWIT,"1.433,280","1.432,28","1.218,45","0,00",,,,,,,"86,47",,,,1,HGU,20/06/2003,08/06/2028,45.084.657.071,,,,2,17/09/2026,BERLAKU,<4 TAHUN,1,https://drive.google.com/file/d/1qE-4JJbNyVioAHCUV9f5-1R1t7GSz8pX/view?usp=sharing,TUNTAS,2028
67,BPHTB,PTPN I,REGIONAL 1,PTPN II,0094,-,94/LAU BARUS BARU,HGU,LIMAU MUNGKUR,LAU BARUS BARU,SINEMBAH TANJUNG MUDA HILIR,DELI SERDANG,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"1.331,350","1.331,35","1.009,89","64,27","0,00","18,94","21,26","24,07","0,00","0,00","146,34","0,00","0,00","0,00",1,HGU,20/06/2003,08/06/2028,11.841.062.910,,,,2,17/09/2026,BERLAKU,<4 TAHUN,1,https://drive.google.com/file/d/1PoMf_TFszXMRn_kU19R8TsDMh_V-rukx/view?usp=drive_link ,TUNTAS,2028
68,BPHTB,PTPN I,REGIONAL 1,PTPN II,0002,-,2/SEI MUSAM,HGU,KWALA SAWIT,SEI MUSAM,BATANG SERANGAN,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"2.447,480","2.447,48","2.344,96","0,00",,,,,,,"53,07",,,,1,HGU,11/09/2009,31/12/2032,65.168.588.625,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1K4sNa9dh3clNMZFtTuz3fMLDO9VhOvX4/view?usp=drive_link,TUNTAS,2032
69,BPHTB,PTPN I,REGIONAL 1,PTPN II,0008,-,8/SEI SERDANG,HGU,KWALA SAWIT,SEI SERDANG,BATANG SERANGAN,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"2.568,440","2.568,44","2.609,17","0,00",,,,,,,"10,22",,,,1,HGU,24/04/2012,31/12/2034,68.460.057.750,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1jAsaKh0keS_H_WVnpqyfTs2RhOIeOM0P/view?usp=sharing,TUNTAS,2034
70,BPHTB,PTPN I,REGIONAL 1,PTPN II,0009,-,9/SEI SERDANG,HGU,KWALA SAWIT,SEI SERDANG,BATANG SERANGAN,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"24,560","24,56","28,12","0,00",,,,,,,"0,00",,,,1,HGU,24/04/2012,31/12/2034,654.630.445,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/168hVVAQx-v8FkKOTtdUUORHKODr7yGi_/view?usp=sharing,TUNTAS,2034
71,BPHTB,PTPN I,REGIONAL 1,PTPN II,0011,-,11/SEI MUSAM,HGU,KWALA SAWIT,SEI MUSAM,BATANG SERANGAN,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"16,270","16,27","16,27","0,00",,,,,,,"0,00",,,,1,HGU,11/09/2009,31/12/2032,433.666.015,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1-5VvF1iNQeZCpU8qF8S98P2FYI0J5-d0/view?usp=drive_link,TUNTAS,2032
72,BPHTB,PTPN I,REGIONAL 1,PTPN II,0006,-,6/SEI LITUR TASIK,HGU,SAWIT HULU,SEI LITUR TASIK,SAWIT SEBERANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"1.258,510","1.258,51","1.203,97","0,00",,,,,,,"0,10",,,,1,HGU,06/03/2012,08/09/2044,36.911.105.483,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1HPLrUaWZseJCj1wKwcULntvMwRCErRWf/view?usp=drive_link,TUNTAS,2044
73,BPHTB,PTPN I,REGIONAL 1,PTPN II,0010,-,10/SEI LITUR TASIK,HGU,SAWIT HULU,SEI LITUR TASIK,SAWIT SEBERANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"8,700","8,70","10,32","0,00",,,,,,,"0,00",,,,1,HGU,04/05/2012,08/09/2044,245.575.961,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1Ay7dfPGBX-MpgbHOe1V-LvbSMY3wDTsu/view?usp=drive_link,TUNTAS,2044
74,BPHTB,PTPN I,REGIONAL 1,PTPN II,0196,-,"196/SAWIT HULU, ALUR MELATI, SIMPANG TIGA",HGU,SAWIT HULU,"SAWIT HULU, ALUR MELATI, SIMPANG TIGA",SAWIT SEBERANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"1.066,220","3.074,73","3.037,57","0,00",,,,,,,"2,69",,,,1,HGU,22/05/2019,21/03/2054,88.204.571.749,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1UTOSNuBU8-VMxU5RfoKchMTx3B45OG39/view?usp=sharing,TUNTAS,2054
75,BPHTB,PTPN I,REGIONAL 1,PTPN II,0196,-,"196/SAWIT HULU, ALUR MELATI, SIMPANG TIGA",HGU,SAWIT SEBERANG,"SAWIT HULU, ALUR MELATI, SIMPANG TIGA",SAWIT SEBERANG,LANGKAT,SUMATERA UTARA,,KELAPA SAWIT,"2.008,510",,,,,,,,,,,,,,,HGU,22/05/2019,21/03/2054,,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1UTOSNuBU8-VMxU5RfoKchMTx3B45OG39/view?usp=sharing,TUNTAS,2054
76,BPHTB,PTPN I,REGIONAL 1,PTPN II,0203,-,"203/SAWIT HULU, ALUR MELATI, SIMPANG TIGA",HGU,SAWIT HULU,"SAWIT HULU, ALUR MELATI, SIMPANG TIGA",SAWIT SEBERANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"7.337,570","7.838,17","7.818,88","0,00",,,,,,,"5,11",,,,1,HGU,22/05/2019,21/03/2054,230.679.221.451,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/15ITOvjhApUm4HzkU_DSdQm1OgqvFpnlu/view?usp=sharing,TUNTAS,2054
77,BPHTB,PTPN I,REGIONAL 1,PTPN II,0203,,"203/SAWIT HULU, ALUR MELATI, SIMPANG TIGA",HGU,SAWIT SEBERANG,"SAWIT HULU, ALUR MELATI, SIMPANG TIGA",SAWIT SEBERANG,LANGKAT,SUMATERA UTARA,,KELAPA SAWIT,"500,600",,,,,,,,,,,,,,,HGU,22/05/2019,21/03/2054,,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/15ITOvjhApUm4HzkU_DSdQm1OgqvFpnlu/view?usp=sharing,TUNTAS,2054
78,BPHTB,PTPN I,REGIONAL 1,PTPN II,0001,-,1/BATANG SERANGAN,HGU,SAWIT SEBERANG,BATANG SERANGAN,PADANG TUALANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"27,000","27,00","27,00","0,00",,,,,,,"0,00",,,,1,HGU,03/12/1994,31/12/2024,791.888.700,,,,2,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1Yn9soowGXtvSxR6YqkOmvtwR8-XzgT5A/view?usp=sharing,TUNTAS,2024
79,BPHTB,PTPN I,REGIONAL 1,PTPN II,0007,-,7/SUKA RAMAI,HGU,BATANG SERANGAN,SUKA RAMAI,PADANG TUALANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"654,100","654,10","708,84","0,00",,,,,,,"0,00",,,,1,HGU,26/03/2012,08/09/2044,18.196.820.217,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1vhzY1YAL1vxVdQhIH0GFDRSswuoiHf5A/view?usp=sharing,TUNTAS,2044
80,BPHTB,PTPN I,REGIONAL 1,PTPN II,0010,-,10/SEI LITUR TASIK,HGU,SAWIT SEBERANG,SEI LITUR TASIK,SAWIT SEBERANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"887,250","887,25","852,27","0,00",,,,,,,"205,73",,,,1,HGU,04/05/2012,08/09/2044,25.044.513.965,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1orU1zRhH4N-zYYWGSL7eTD6Qvwvf5Shf/view?usp=sharing,TUNTAS,2044
81,BPHTB,PTPN I,REGIONAL 1,PTPN II,0011,-,11/SUKA RAMAI,HGU,SAWIT SEBERANG,SUKA RAMAI,PADANG TUALANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"582,560","582,56","625,74","0,00",,,,,,,"0,00",,,,1,HGU,04/05/2012,08/09/2044,16.098.608.453,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1MIWuKPeyvT9BETIUshljv9LapKWdfIgF/view?usp=drive_link,TUNTAS,2044
82,BPHTB,PTPN I,REGIONAL 1,PTPN II,0012,-,12/SUKA RAMAI,HGU,SAWIT SEBERANG,SUKA RAMAI,PADANG TUALANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"876,990","876,99","967,02","0,00",,,,,,,"0,98",,,,1,HGU,04/05/2012,08/09/2044,24.734.008.083,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1ofbdDMPwlDEuZ08Y2VVkNbLKG6jFKl2X/view?usp=drive_link,TUNTAS,2044
83,BPHTB,PTPN I,REGIONAL 1,PTPN II,0013,-,13/SUKA RAMAI,HGU,SAWIT SEBERANG,SUKA RAMAI,PADANG TUALANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"0,340","0,34","0,34","0,00",,,,,,,"0,00",,,,1,HGU,04/05/2012,08/09/2044,9.971.932,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1tWc2ZI_K2XwEbOaj4ZAEcpWl9kT-FJ7a/view?usp=drive_link,TUNTAS,2044
84,BPHTB,PTPN I,REGIONAL 1,PTPN II,0014,-,14/SUKA RAMAI,HGU,SAWIT SEBERANG,SUKA RAMAI,PADANG TUALANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"1,740","1,74","0,74","0,00",,,,,,,"0,00",,,,1,HGU,04/05/2012,08/09/2044,51.032.828,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1O7FIXSYtVliHyGckhuHfHyVDhQBLA9MZ/view?usp=drive_link,TUNTAS,2044
85,BPHTB,PTPN I,REGIONAL 1,PTPN II,0015,-,15/SUKA RAMAI,HGU,SAWIT SEBERANG,SUKA RAMAI,PADANG TUALANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"0,750","0,75","1,33","0,00",,,,,,,"0,00",,,,1,HGU,04/05/2012,08/09/2044,21.996.908,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1e7275sSh3f3UV76AQPF1QMnXDrv1khao/view?usp=drive_link,TUNTAS,2044
86,BPHTB,PTPN I,REGIONAL 1,PTPN II,0181,-,181/TANJUNG SELAMAT,HGU,SAWIT SEBERANG,TANJUNG SELAMAT,PADANG TUALANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"51,330","51,33","44,09","0,00",,,,,,,"6,58",,,,1,HGU,02/05/2018,21/03/2053,1.505.351.090,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1mNg3K-CQWH6Grwy8QeO3AMdsEyr62SUB/view?usp=drive_link,TUNTAS,2053
87,BPHTB,PTPN I,REGIONAL 1,PTPN II,0182,-,182/TANJUNG SELAMAT,HGU,SAWIT SEBERANG,TANJUNG SELAMAT,PADANG TUALANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"159,990","159,99","159,99","0,00",,,,,,,"0,00",,,,1,HGU,02/05/2018,21/03/2053,4.692.439.145,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1Ho3H-SSpT-PMT57Q4GXgmuXrWyxcYSAZ/view?usp=drive_link,TUNTAS,2053
88,BPHTB,PTPN I,REGIONAL 1,PTPN II,0191,-,191/TEBING TANJUNG SELAMAT,HGU,SAWIT SEBERANG,TEBING TANJUNG SELAMAT,PADANG TUALANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"0,850","0,85","1,49","0,00",,,,,,,"0,00",,,,1,HGU,22/05/2019,21/03/2054,24.929.830,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1f3nc5PznosN5XuU56H5RfJgwYjbdARKV/view?usp=drive_link,TUNTAS,2054
89,BPHTB,PTPN I,REGIONAL 1,PTPN II,0197,-,"197/SAWIT HULU, ALUR MELATI, SIMPANG TIGA",HGU,SAWIT SEBERANG,"SAWIT HULU, ALUR MELATI, SIMPANG TIGA",SAWIT SEBERANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"119,460","119,46","103,02","0,00",,,,,,,"0,00",,,,1,HGU,22/05/2019,21/03/2054,3.503.667.560,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1-Frb1AAMR1KnYPjuviFbAL0seomM_99Y/view?usp=drive_link,TUNTAS,2054
90,BPHTB,PTPN I,REGIONAL 1,PTPN II,0198,-,"198/SAWIT HULU, ALUR MELATI, SIMPANG TIGA",HGU,SAWIT SEBERANG,"SAWIT HULU, ALUR MELATI, SIMPANG TIGA",SAWIT SEBERANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"0,260","0,26","0,10","0,00",,,,,,,"0,00",,,,1,HGU,22/05/2019,21/03/2054,7.625.594,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1Z5SnTtjk9_1QijBIyL7uKyG4Gq7ChnNu/view?usp=drive_link,TUNTAS,2054
91,BPHTB,PTPN I,REGIONAL 1,PTPN II,0199,-,"199/SAWIT HULU, ALUR MELATI, SIMPANG TIGA",HGU,SAWIT SEBERANG,"SAWIT HULU, ALUR MELATI, SIMPANG TIGA",SAWIT SEBERANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"98,310","98,31","66,85","0,00",,,,,,,"0,59",,,,1,HGU,22/05/2019,21/03/2054,2.883.354.745,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1T-xFienH7f4dKxUeg1K5GHQVCb7JOkFU/view?usp=drive_link,TUNTAS,2054
92,BPHTB,PTPN I,REGIONAL 1,PTPN II,0200,-,"200/SAWIT HULU, ALUR MELATI, SIMPANG TIGA",HGU,SAWIT SEBERANG,"SAWIT HULU, ALUR MELATI, SIMPANG TIGA",SAWIT SEBERANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"74,420","74,42","69,64","0,00",,,,,,,"0,00",,,,1,HGU,22/05/2019,21/03/2054,2.182.679.891,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1drg18d7QNISnhQLSs0rUEwjml6xaujWN/view?usp=drive_link,TUNTAS,2054
93,BPHTB,PTPN I,REGIONAL 1,PTPN II,0201,-,"201/SAWIT HULU, ALUR MELATI, SIMPANG TIGA",HGU,SAWIT SEBERANG,"SAWIT HULU, ALUR MELATI, SIMPANG TIGA",SAWIT SEBERANG,LANGKAT,SUMATERA UTARA,SUMATERA,KELAPA SAWIT,"41,080","41,08","33,15","0,00",,,,,,,"0,00",,,,1,HGU,22/05/2019,21/03/2054,1.204.843.992,,,,2,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1WuQ3L41yj05qn0hkJbqBrgJUgMpoOeW9/view?usp=drive_link,TUNTAS,2054
